5m | MACD(10,29,9) | 胜率: 30.00% | 收益: -1.37%
5m | MACD(10,30,5) | 胜率: 40.00% | 收益: 1.15%
5m | MACD(10,30,6) | 胜率: 40.00% | 收益: 1.52%
5m | MACD(10,30,7) | 胜率: 40.00% | 收益: 1.48%
5m | MACD(10,30,8) | 胜率: 26.32% | 收益: -1.90%
5m | MACD(10,30,9) | 胜率: 33.33% | 收益: -1.42%
5m | MACD(10,31,5) | 胜率: 30.00% | 收益: -1.41%
5m | MACD(10,31,6) | 胜率: 25.00% | 收益: -1.94%
5m | MACD(10,31,7) | 胜率: 30.00% | 收益: -1.42%
5m | MACD(10,31,8) | 胜率: 30.00% | 收益: -1.42%
5m | MACD(10,31,9) | 胜率: 30.00% | 收益: -1.42%
5m | MACD(10,32,5) | 胜率: 28.57% | 收益: -1.42%
5m | MACD(10,32,6) | 胜率: 29.17% | 收益: -0.98%
5m | MACD(10,32,7) | 胜率: 28.00% | 收益: -1.14%
5m | MACD(10,32,8) | 胜率: 24.00% | 收益: -1.22%
5m | MACD(10,32,9) | 胜率: 26.92% | 收益: -0.93%
5m | MACD(10,33,5) | 胜率: 26.92% | 收益: -1.14%
5m | MACD(10,33,6) | 胜率: 37.04% | 收益: 2.08%
5m | MACD(10,33,7) | 胜率: 29.63% | 收益: -0.65%
5m | MACD(10,33,8) | 胜率: 30.77% | 收益: -0.61%
5m | MACD(10,33,9) | 胜率: 30.77% | 收益: -0.57%
5m | MACD(10,34,5) | 胜率: 28.57% | 收益: -0.65%
5m | MACD(10,34,6) | 胜率: 38.46% | 收益: 2.12%
5m | MACD(10,34,7) | 胜率: 40.74% | 收益: 2.32%
5m | MACD(10,34,8) | 胜率: 30.77% | 收益: -0.16%
5m | MACD(10,34,9) | 胜率: 30.77% | 收益: -0.36%
5m | MACD(10,35,5) | 胜率: 32.14% | 收益: -0.41%
5m | MACD(10,35,6) | 胜率: 40.74% | 收益: 2.65%
5m | MACD(10,35,7) | 胜率: 42.86% | 收益: 2.77%
5m | MACD(10,35,8) | 胜率: 32.14% | 收益: -0.28%
5m | MACD(10,35,9) | 胜率: 35.71% | 收益: -0.20%
5m | MACD(10,36,5) | 胜率: 34.48% | 收益: 0.04%
5m | MACD(10,36,6) | 胜率: 37.93% | 收益: 1.83%
5m | MACD(10,36,7) | 胜率: 44.00% | 收益: 1.83%
5m | MACD(10,36,8) | 胜率: 41.67% | 收益: 0.28%
5m | MACD(10,36,9) | 胜率: 41.67% | 收益: 0.21%
5m | MACD(10,37,5) | 胜率: 36.00% | 收益: 0.16%
5m | MACD(10,37,6) | 胜率: 48.00% | 收益: 2.27%
5m | MACD(10,37,7) | 胜率: 50.00% | 收益: 0.29%
5m | MACD(10,37,8) | 胜率: 50.00% | 收益: 0.29%
5m | MACD(10,37,9) | 胜率: 45.83% | 收益: 0.24%
5m | MACD(10,38,5) | 胜率: 54.17% | 收益: 2.15%
5m | MACD(10,38,6) | 胜率: 50.00% | 收益: 1.91%
5m | MACD(10,38,7) | 胜率: 42.86% | 收益: 0.40%
5m | MACD(10,38,8) | 胜率: 45.45% | 收益: 0.32%
5m | MACD(10,38,9) | 胜率: 50.00% | 收益: 2.39%
5m | MACD(10,39,5) | 胜率: 43.48% | 收益: 0.56%
5m | MACD(10,39,6) | 胜率: 40.91% | 收益: 0.20%
5m | MACD(10,39,7) | 胜率: 45.45% | 收益: 0.40%
5m | MACD(10,39,8) | 胜率: 63.16% | 收益: 2.87%
5m | MACD(10,39,9) | 胜率: 66.67% | 收益: 3.41%
5m | MACD(11,25,5) | 胜率: 32.00% | 收益: -1.47%
5m | MACD(11,25,6) | 胜率: 32.00% | 收益: -1.71%
5m | MACD(11,25,7) | 胜率: 33.33% | 收益: -2.14%
5m | MACD(11,25,8) | 胜率: 34.78% | 收益: -0.50%
5m | MACD(11,25,9) | 胜率: 30.43% | 收益: -0.70%
5m | MACD(11,26,5) | 胜率: 36.00% | 收益: -2.10%
5m | MACD(11,26,6) | 胜率: 34.78% | 收益: -2.06%
5m | MACD(11,26,7) | 胜率: 29.17% | 收益: -2.14%
5m | MACD(11,26,8) | 胜率: 39.13% | 收益: 0.78%
5m | MACD(11,26,9) | 胜率: 37.50% | 收益: 0.74%
5m | MACD(11,27,5) | 胜率: 28.57% | 收益: -0.34%
5m | MACD(11,27,6) | 胜率: 42.86% | 收益: 1.38%
5m | MACD(11,27,7) | 胜率: 39.13% | 收益: 1.09%
5m | MACD(11,27,8) | 胜率: 37.50% | 收益: 0.61%
5m | MACD(11,27,9) | 胜率: 42.86% | 收益: 1.71%
5m | MACD(11,28,5) | 胜率: 32.00% | 收益: 0.52%
5m | MACD(11,28,6) | 胜率: 42.86% | 收益: 1.71%
5m | MACD(11,28,7) | 胜率: 42.86% | 收益: 1.71%
5m | MACD(11,28,8) | 胜率: 47.37% | 收益: 1.18%
5m | MACD(11,28,9) | 胜率: 47.37% | 收益: 1.95%
5m | MACD(11,29,5) | 胜率: 38.10% | 收益: 1.59%
5m | MACD(11,29,6) | 胜率: 42.86% | 收益: 1.63%
5m | MACD(11,29,7) | 胜率: 44.44% | 收益: 2.36%
5m | MACD(11,29,8) | 胜率: 40.00% | 收益: 1.40%
5m | MACD(11,29,9) | 胜率: 30.00% | 收益: -1.41%
5m | MACD(11,30,5) | 胜率: 40.00% | 收益: 1.23%
5m | MACD(11,30,6) | 胜率: 40.00% | 收益: 1.40%
5m | MACD(11,30,7) | 胜率: 30.00% | 收益: -1.37%
5m | MACD(11,30,8) | 胜率: 30.00% | 收益: -1.37%
5m | MACD(11,30,9) | 胜率: 26.32% | 收益: -1.90%
5m | MACD(11,31,5) | 胜率: 40.00% | 收益: 1.52%
5m | MACD(11,31,6) | 胜率: 26.32% | 收益: -1.86%
5m | MACD(11,31,7) | 胜率: 26.32% | 收益: -1.90%
5m | MACD(11,31,8) | 胜率: 30.00% | 收益: -1.42%
5m | MACD(11,31,9) | 胜率: 30.00% | 收益: -1.42%
5m | MACD(11,32,5) | 胜率: 26.32% | 收益: -1.90%
5m | MACD(11,32,6) | 胜率: 30.00% | 收益: -1.42%
5m | MACD(11,32,7) | 胜率: 30.00% | 收益: -1.42%
5m | MACD(11,32,8) | 胜率: 30.43% | 收益: -0.98%
5m | MACD(11,32,9) | 胜率: 27.27% | 收益: -1.02%
5m | MACD(11,33,5) | 胜率: 29.17% | 收益: -0.98%
5m | MACD(11,33,6) | 胜率: 29.17% | 收益: -0.98%
5m | MACD(11,33,7) | 胜率: 24.00% | 收益: -1.22%
5m | MACD(11,33,8) | 胜率: 29.63% | 收益: -0.65%
5m | MACD(11,33,9) | 胜率: 40.00% | 收益: 2.57%
5m | MACD(11,34,5) | 胜率: 26.92% | 收益: -0.93%
5m | MACD(11,34,6) | 胜率: 29.63% | 收益: -0.65%
5m | MACD(11,34,7) | 胜率: 30.77% | 收益: -0.61%
5m | MACD(11,34,8) | 胜率: 38.46% | 收益: 2.45%
5m | MACD(11,34,9) | 胜率: 38.46% | 收益: 2.85%
5m | MACD(11,35,5) | 胜率: 40.74% | 收益: 2.28%
5m | MACD(11,35,6) | 胜率: 33.33% | 收益: -0.41%
5m | MACD(11,35,7) | 胜率: 30.77% | 收益: -0.16%
5m | MACD(11,35,8) | 胜率: 30.43% | 收益: -0.48%
5m | MACD(11,35,9) | 胜率: 47.83% | 收益: 2.77%
5m | MACD(11,36,5) | 胜率: 40.74% | 收益: 2.65%
5m | MACD(11,36,6) | 胜率: 33.33% | 收益: -0.20%
5m | MACD(11,36,7) | 胜率: 37.50% | 收益: -0.24%
5m | MACD(11,36,8) | 胜率: 40.00% | 收益: 0.04%
5m | MACD(11,36,9) | 胜率: 55.00% | 收益: 2.48%
5m | MACD(11,37,5) | 胜率: 38.46% | 收益: 1.63%
5m | MACD(11,37,6) | 胜率: 42.86% | 收益: 0.16%
5m | MACD(11,37,7) | 胜率: 42.86% | 收益: 0.00%
5m | MACD(11,37,8) | 胜率: 52.63% | 收益: 0.08%
5m | MACD(11,37,9) | 胜率: 66.67% | 收益: 2.52%
5m | MACD(11,38,5) | 胜率: 50.00% | 收益: 1.99%
1m | MACD(10,25,5) | 胜率: 33.33% | 收益: 0.04%
1m | MACD(10,25,6) | 胜率: 33.33% | 收益: 0.12%
1m | MACD(10,25,7) | 胜率: 50.00% | 收益: 0.49%
1m | MACD(10,25,8) | 胜率: 50.00% | 收益: 0.41%
1m | MACD(10,25,9) | 胜率: 50.00% | 收益: 0.36%
1m | MACD(10,26,5) | 胜率: 35.71% | 收益: 0.28%
1m | MACD(10,26,6) | 胜率: 50.00% | 收益: 0.45%
1m | MACD(10,26,7) | 胜率: 50.00% | 收益: 0.36%
1m | MACD(10,26,8) | 胜率: 44.44% | 收益: 0.32%
1m | MACD(10,26,9) | 胜率: 44.44% | 收益: 0.20%
1m | MACD(10,27,5) | 胜率: 50.00% | 收益: 0.28%
1m | MACD(10,27,6) | 胜率: 37.50% | 收益: 0.08%
1m | MACD(10,27,7) | 胜率: 37.50% | 收益: 0.16%
1m | MACD(10,27,8) | 胜率: 37.50% | 收益: 0.16%
1m | MACD(10,27,9) | 胜率: 37.50% | 收益: 0.16%
1m | MACD(10,28,5) | 胜率: 37.50% | 收益: 0.16%
1m | MACD(10,28,6) | 胜率: 37.50% | 收益: 0.16%
1m | MACD(10,28,7) | 胜率: 37.50% | 收益: 0.12%
1m | MACD(10,28,8) | 胜率: 37.50% | 收益: 0.16%
1m | MACD(10,28,9) | 胜率: 25.00% | 收益: 0.08%
1m | MACD(10,29,5) | 胜率: 37.50% | 收益: 0.16%
1m | MACD(10,29,6) | 胜率: 25.00% | 收益: 0.08%
1m | MACD(10,29,7) | 胜率: 25.00% | 收益: 0.08%
1m | MACD(10,29,8) | 胜率: 25.00% | 收益: 0.08%
1m | MACD(10,29,9) | 胜率: 25.00% | 收益: -0.12%
1m | MACD(10,30,5) | 胜率: 25.00% | 收益: 0.04%
1m | MACD(10,30,6) | 胜率: 25.00% | 收益: 0.04%
1m | MACD(10,30,7) | 胜率: 37.50% | 收益: -0.08%
1m | MACD(10,30,8) | 胜率: 37.50% | 收益: -0.08%
1m | MACD(10,30,9) | 胜率: 57.14% | 收益: 0.45%
1m | MACD(10,31,5) | 胜率: 37.50% | 收益: -0.08%
1m | MACD(10,31,6) | 胜率: 37.50% | 收益: -0.08%
1m | MACD(10,31,7) | 胜率: 50.00% | 收益: 0.28%
1m | MACD(10,31,8) | 胜率: 37.50% | 收益: 0.20%
1m | MACD(10,31,9) | 胜率: 37.50% | 收益: 0.20%
1m | MACD(10,32,5) | 胜率: 37.50% | 收益: 0.16%
1m | MACD(10,32,6) | 胜率: 37.50% | 收益: 0.16%
1m | MACD(10,32,7) | 胜率: 37.50% | 收益: 0.16%
1m | MACD(10,32,8) | 胜率: 28.57% | 收益: -0.36%
1m | MACD(10,32,9) | 胜率: 28.57% | 收益: -0.36%
1m | MACD(10,33,5) | 胜率: 42.86% | 收益: 0.20%
1m | MACD(10,33,6) | 胜率: 28.57% | 收益: -0.36%
1m | MACD(10,33,7) | 胜率: 14.29% | 收益: -0.69%
1m | MACD(10,33,8) | 胜率: 0.00% | 收益: -1.02%
1m | MACD(10,33,9) | 胜率: 12.50% | 收益: -0.45%
1m | MACD(10,34,5) | 胜率: 0.00% | 收益: -1.34%
1m | MACD(10,34,6) | 胜率: 0.00% | 收益: -1.09%
1m | MACD(10,34,7) | 胜率: 14.29% | 收益: -0.33%
1m | MACD(10,34,8) | 胜率: 14.29% | 收益: -0.29%
1m | MACD(10,34,9) | 胜率: 14.29% | 收益: -0.29%
1m | MACD(10,35,5) | 胜率: 14.29% | 收益: -0.41%
1m | MACD(10,35,6) | 胜率: 14.29% | 收益: -0.33%
1m | MACD(10,35,7) | 胜率: 14.29% | 收益: -0.33%
1m | MACD(10,35,8) | 胜率: 14.29% | 收益: -0.33%
1m | MACD(10,35,9) | 胜率: 14.29% | 收益: -0.33%
1m | MACD(10,36,5) | 胜率: 14.29% | 收益: -0.41%
1m | MACD(10,36,6) | 胜率: 14.29% | 收益: -0.41%
1m | MACD(10,36,7) | 胜率: 14.29% | 收益: -0.41%
1m | MACD(10,36,8) | 胜率: 14.29% | 收益: -0.37%
1m | MACD(10,36,9) | 胜率: 14.29% | 收益: -0.33%
1m | MACD(10,37,5) | 胜率: 33.33% | 收益: 0.16%
1m | MACD(10,37,6) | 胜率: 33.33% | 收益: 0.16%
1m | MACD(10,37,7) | 胜率: 33.33% | 收益: 0.16%
1m | MACD(10,37,8) | 胜率: 33.33% | 收益: 0.16%
1m | MACD(10,37,9) | 胜率: 28.57% | 收益: 0.16%
1m | MACD(10,38,5) | 胜率: 16.67% | 收益: -0.08%
1m | MACD(10,38,6) | 胜率: 16.67% | 收益: -0.08%
1m | MACD(10,38,7) | 胜率: 12.50% | 收益: -0.25%
1m | MACD(10,38,8) | 胜率: 28.57% | 收益: 0.24%
1m | MACD(10,38,9) | 胜率: 28.57% | 收益: 0.32%
1m | MACD(10,39,5) | 胜率: 12.50% | 收益: -0.00%
1m | MACD(10,39,6) | 胜率: 10.00% | 收益: -0.12%
1m | MACD(10,39,7) | 胜率: 22.22% | 收益: 0.28%
1m | MACD(10,39,8) | 胜率: 22.22% | 收益: 0.36%
1m | MACD(10,39,9) | 胜率: 33.33% | 收益: 0.36%
1m | MACD(11,25,5) | 胜率: 33.33% | 收益: 0.04%
1m | MACD(11,25,6) | 胜率: 33.33% | 收益: 0.08%
1m | MACD(11,25,7) | 胜率: 44.44% | 收益: 0.33%
1m | MACD(11,25,8) | 胜率: 50.00% | 收益: 0.41%
1m | MACD(11,25,9) | 胜率: 44.44% | 收益: 0.28%
1m | MACD(11,26,5) | 胜率: 38.46% | 收益: 0.52%
1m | MACD(11,26,6) | 胜率: 57.14% | 收益: 0.73%
1m | MACD(11,26,7) | 胜率: 50.00% | 收益: 0.52%
1m | MACD(11,26,8) | 胜率: 44.44% | 收益: 0.24%
1m | MACD(11,26,9) | 胜率: 44.44% | 收益: 0.32%
1m | MACD(11,27,5) | 胜率: 57.14% | 收益: 0.65%
1m | MACD(11,27,6) | 胜率: 42.86% | 收益: 0.48%
1m | MACD(11,27,7) | 胜率: 42.86% | 收益: 0.44%
1m | MACD(11,27,8) | 胜率: 37.50% | 收益: 0.16%
1m | MACD(11,27,9) | 胜率: 37.50% | 收益: 0.20%
1m | MACD(11,28,5) | 胜率: 42.86% | 收益: 0.32%
1m | MACD(11,28,6) | 胜率: 37.50% | 收益: 0.16%
1m | MACD(11,28,7) | 胜率: 37.50% | 收益: 0.16%
1m | MACD(11,28,8) | 胜率: 37.50% | 收益: 0.20%
1m | MACD(11,28,9) | 胜率: 37.50% | 收益: 0.16%
1m | MACD(11,29,5) | 胜率: 37.50% | 收益: 0.16%
1m | MACD(11,29,6) | 胜率: 37.50% | 收益: 0.12%
1m | MACD(11,29,7) | 胜率: 37.50% | 收益: 0.12%
1m | MACD(11,29,8) | 胜率: 25.00% | 收益: 0.04%
1m | MACD(11,29,9) | 胜率: 25.00% | 收益: -0.00%
1m | MACD(11,30,5) | 胜率: 25.00% | 收益: -0.00%
1m | MACD(11,30,6) | 胜率: 25.00% | 收益: 0.04%
1m | MACD(11,30,7) | 胜率: 25.00% | 收益: -0.00%
1m | MACD(11,30,8) | 胜率: 25.00% | 收益: -0.00%
1m | MACD(11,30,9) | 胜率: 37.50% | 收益: 0.16%
1m | MACD(11,31,5) | 胜率: 25.00% | 收益: -0.00%
1m | MACD(11,31,6) | 胜率: 37.50% | 收益: 0.04%
1m | MACD(11,31,7) | 胜率: 37.50% | 收益: 0.36%
1m | MACD(11,31,8) | 胜率: 37.50% | 收益: 0.24%
1m | MACD(11,31,9) | 胜率: 37.50% | 收益: 0.24%
1m | MACD(11,32,5) | 胜率: 37.50% | 收益: 0.36%
1m | MACD(11,32,6) | 胜率: 37.50% | 收益: 0.24%
1m | MACD(11,32,7) | 胜率: 37.50% | 收益: 0.20%
1m | MACD(11,32,8) | 胜率: 37.50% | 收益: 0.20%
1m | MACD(11,32,9) | 胜率: 25.00% | 收益: -0.36%
1m | MACD(11,33,5) | 胜率: 37.50% | 收益: 0.16%
1m | MACD(11,33,6) | 胜率: 37.50% | 收益: 0.16%
1m | MACD(11,33,7) | 胜率: 28.57% | 收益: -0.36%
1m | MACD(11,33,8) | 胜率: 14.29% | 收益: -0.69%
1m | MACD(11,33,9) | 胜率: 14.29% | 收益: -0.69%
1m | MACD(11,34,5) | 胜率: 14.29% | 收益: -0.69%
1m | MACD(11,34,6) | 胜率: 14.29% | 收益: -0.69%
1m | MACD(11,34,7) | 胜率: 14.29% | 收益: -0.57%
1m | MACD(11,34,8) | 胜率: 14.29% | 收益: -0.53%
1m | MACD(11,34,9) | 胜率: 14.29% | 收益: -0.49%
1m | MACD(11,35,5) | 胜率: 14.29% | 收益: -0.53%
1m | MACD(11,35,6) | 胜率: 14.29% | 收益: -0.49%
1m | MACD(11,35,7) | 胜率: 14.29% | 收益: -0.49%
1m | MACD(11,35,8) | 胜率: 14.29% | 收益: -0.49%
1m | MACD(11,35,9) | 胜率: 14.29% | 收益: -0.29%
1m | MACD(11,36,5) | 胜率: 14.29% | 收益: -0.61%
1m | MACD(11,36,6) | 胜率: 14.29% | 收益: -0.65%
1m | MACD(11,36,7) | 胜率: 14.29% | 收益: -0.65%
1m | MACD(11,36,8) | 胜率: 14.29% | 收益: -0.33%
1m | MACD(11,36,9) | 胜率: 14.29% | 收益: -0.29%
1m | MACD(11,37,5) | 胜率: 14.29% | 收益: -0.65%
1m | MACD(11,37,6) | 胜率: 14.29% | 收益: -0.61%
1m | MACD(11,37,7) | 胜率: 14.29% | 收益: -0.33%
1m | MACD(11,37,8) | 胜率: 14.29% | 收益: -0.33%
1m | MACD(11,37,9) | 胜率: 33.33% | 收益: 0.20%
1m | MACD(11,38,5) | 胜率: 14.29% | 收益: -0.65%
1m | MACD(11,38,6) | 胜率: 14.29% | 收益: -0.37%
1m | MACD(11,38,7) | 胜率: 25.00% | 收益: 0.16%
1m | MACD(11,38,8) | 胜率: 25.00% | 收益: 0.16%
1m | MACD(11,38,9) | 胜率: 30.00% | 收益: 0.36%
1m | MACD(11,39,5) | 胜率: 12.50% | 收益: -0.36%
